DamageId,Id,TimePeriod,projectworkflowstageid,x,y
142894,87983,14,2,-7475505.670130079,2059073.267796421
143037,87988,14,2,-7460756.728155895,2096299.8667299172
183540,87993,14,1,-7398020.514049024,2044168.9194993905
185142,88001,14,2,-7408683.474113636,2060715.8364879969
185144,88002,14,2,-7408613.231514947,2060663.2225599173
188422,88007,14,1,-7402514.036614385,2043230.614918941
179614,88011,14,2,-7332408.917494958,2087360.4140839535
342656,88012,14,1,-7329492.346836172,2087654.9253032254
342674,88013,14,1,-7334009.9144115485,2087508.2558320276
211629,88022,14,6,-7319865.1033139,2080175.3186880474
211714,88023,14,2,,
180996,88034,14,1,-7461441.231704782,2095601.7820268522
185013,88035,14,2,-7412832.462854995,2061227.9212198604
211743,88036,14,3,,
211744,88037,14,3,,
211669,88038,14,2,,
183508,88044,14,1,-7402698.270371646,2047545.484112974
183544,88045,14,3,-7400399.745525748,2046411.1185613999
211693,88051,14,7,,
184959,88057,14,1,-7412881.666069923,2061533.8891874724
184946,88058,14,1,-7412953.244502505,2062921.0561890467
185003,88059,14,2,-7417438.306786563,2062525.5334742754
211646,88060,14,6,-7315850.031919967,2080780.2056026864
211647,88061,14,6,-7316051.631517797,2080651.6494927476
183336,88068,14,1,-7401568.377540093,2038484.9519100888
188439,88069,14,-1,-7398837.599111446,2042068.0382924268
185185,88076,14,2,-7410198.977661299,2061993.3770818731
211758,88083,14,6,,
185398,88085,14,1,-7414924.490045469,2059584.1396156794
185400,88086,14,1,-7414950.093528356,2059618.1200750065
154789,88095,14,1,-7335431.241669996,2063830.9633318484
154855,88097,14,1,-7339264.417015968,2056798.637098608
211704,88099,14,6,,
185401,88101,14,1,-7414990.168545042,2059673.1919739244
185269,88102,14,2,-7417695.454810299,2063953.318702181
185271,88103,14,2,-7417956.387696717,2063771.895484757
154927,88108,14,-1,-7338370.076226941,2064191.9372259404
154988,88109,14,1,-7338400.355128436,2064245.8494598502
173126,88112,14,2,-7398883.574061141,2086718.3710570184
190929,88115,14,2,-7410748.784626324,2068727.8613161487
190958,88116,14,2,-7413034.841689254,2063216.3848159607
170800,88120,14,1,-7393217.189340782,2080608.954031019
173143,88122,14,-1,-7382218.823650409,2066069.573359552
185112,88125,14,1,-7413455.852003435,2064100.0523557558
185322,88126,14,1,-7410593.939214636,2060278.7583038486
173057,88132,14,6,-7404056.368159325,2090112.0908789265
173082,88138,14,6,-7398989.104938413,2088547.872050265
185429,88157,14,2,-7413953.784085754,2066190.3012023799
131868,88162,14,2,-7317531.958106361,2062398.3818744263
131881,88163,14,1,-7312457.236479568,2063175.0151119207
131906,88164,14,-1,-7311727.871175891,2063728.883886284
296063,88165,14,1,-7311637.257110386,2063751.7374491126
132957,88166,14,3,-7453619.145045212,2058496.7947477617
131877,88177,14,2,-7317524.3883809885,2062333.1071212324
131867,88178,14,2,-7317581.606599257,2062447.9533255813
185460,88185,14,2,-7410785.631377778,2069772.3758322159
154980,88187,14,1,-7338810.456132514,2064660.2752175035
138137,88202,14,2,-7442584.043922874,2057581.0327724677
185086,88207,14,2,-7413953.895405244,2064315.583973844
154909,88209,14,1,-7338988.789956765,2064718.173604308
154973,88210,14,1,-7338950.384732442,2064617.3789479008
154932,88211,14,1,-7338364.064974434,2064920.1160258441
154942,88219,14,1,-7340253.379372179,2064779.4710634626
154959,88220,14,1,-7338875.689354119,2064355.6667772282
154966,88221,14,1,-7340219.204288503,2064836.6665644278
177121,88225,14,7,-7337684.348163652,2039296.38308388
134970,88229,14,2,-7465099.078852762,2042690.7637726262
177148,88235,14,7,-7339775.039520239,2038358.0662510486
185279,88237,14,2,-7416826.494865165,2064916.248276398
185288,88238,14,2,-7416650.610069712,2064475.9156601497
185466,88239,14,2,-7410066.173508781,2069704.3811116877
185471,88247,14,2,-7409696.147521383,2069679.6451576755
309604,88251,14,7,-7335758.632292422,2037895.4786480635
177151,88252,14,7,-7335617.813136562,2038002.1116621338
392163,88262,14,7,-7335499.035239889,2037701.995562884
296362,88264,14,-1,-7342943.526186687,2042076.3505408927
185171,88266,14,2,-7408690.709880539,2062216.8552950409
169484,88277,14,7,-7340439.282921802,2039733.599929926
171198,88288,14,1,-7377749.12345608,2072497.3928041284
172488,88289,14,-1,-7377684.780790399,2068340.0799008904
185000,88296,14,2,-7418563.524199503,2059675.5354622782
171252,88300,14,1,-7377878.365384887,2066957.8188237927
172473,88301,14,1,-7373523.658224547,2072981.5163480388
171419,88302,14,1,-7372693.771420685,2072280.3675643504
171644,88303,14,6,-7378239.263174039,2069587.9699885407
137578,88304,14,2,-7475846.1964524165,2062346.818317777
183552,88317,14,5,-7400794.039162134,2036389.2144934146
171308,88318,14,1,-7375237.533104796,2071208.5243345322
171742,88319,14,1,-7371310.18146961,2070584.6958585
171739,88320,14,1,-7371781.508193634,2070816.3577978564
171610,88321,14,1,-7377451.009859735,2070174.83889306
182939,88324,14,2,-7447083.577740743,2067040.1048058502
185123,88326,14,2,-7406940.210887818,2062732.8450166597
185352,88327,14,2,-7411696.224812466,2059371.1185753609
142870,88329,14,-1,-7474523.386943319,2060724.3906583765
142872,88330,14,-1,-7474523.386943319,2060724.3906583765
171571,88332,14,1,-7375617.021248914,2075090.2675489301
171781,88333,14,1,-7378755.89693081,2067697.3496483464
172512,88334,14,-1,-7374711.548510803,2072808.5718827758
171617,88335,14,1,-7377515.463844899,2070086.678520086
174987,88341,14,6,-7405205.853221258,2058010.437547999
140288,88343,14,-1,-7465978.168871558,2058909.5806052352
140374,88344,14,-1,-7473733.129878179,2061669.238410801
330702,88346,14,6,-7372731.508728063,2075070.3328207973
330527,88347,14,1,-7374916.265054368,2071167.607352839
330692,88348,14,6,-7375670.677243473,2073152.5862543122
330582,88349,14,6,-7365231.469355355,2056636.2568404
206205,88355,14,2,-7473517.058746551,2065693.3290399967
206187,88356,14,2,-7473358.873750129,2058428.954781279
174521,88358,14,2,-7440055.978286963,2058324.5590031797
174361,88359,14,2,-7442752.136353978,2067491.3942380405
330530,88361,14,1,-7375584.18199913,2072040.0127649568
330580,88362,14,1,-7362804.704456062,2057936.7409714982
330584,88363,14,1,-7373292.670281148,2074661.0889063177
140349,88383,14,2,,
140355,88385,14,2,,
140357,88386,14,2,,
173171,88387,14,1,-7395335.042653124,2067593.1408735767
173127,88388,14,1,-7398690.434744616,2061469.2031223252
169646,88390,14,1,-7403479.176599562,2064472.9856107133
183310,88392,14,3,-7407104.629775715,2040837.62836351
183567,88393,14,2,-7406054.886977533,2039665.2366309355
185014,88396,14,2,-7413371.583148908,2061061.2872042921
185151,88397,14,2,-7409120.848392965,2061236.8271549004
787503,88402,14,2,-7445369.591540997,2071543.0149557898
185451,88407,14,2,-7409959.863395076,2068723.1722585324
185455,88408,14,2,-7409906.652678472,2068922.9270705958
170963,88412,14,1,-7396508.795364053,2064420.2447928565
282803,88413,14,3,-7393190.472662996,2065482.3539568523
174230,88414,14,7,-7391972.192155754,2059184.3461788795
183530,88417,14,2,-7402539.640097267,2037843.7425214192
183597,88419,14,3,-7402501.568831417,2037074.0366421507
183521,88420,14,1,-7406401.090593907,2039460.2651529144
173583,88421,14,-1,-7444724.717730834,2072071.6690881518
179783,88422,14,7,-7452661.79742439,2062166.8156503271
190864,88424,14,6,-7448477.520404454,2065621.7144752245
173330,88425,14,7,-7395100.715125007,2067711.181674295
170430,88426,14,1,-7392097.09262442,2064412.9782908657
140320,88429,14,-1,-7465978.168871558,2058909.5806052352
172441,88436,14,1,-7387189.572872798,2061708.144154455
179823,88440,14,7,-7450854.636810851,2065304.1989208767
181087,88441,14,7,-7450624.650742877,2064487.2842559554
179732,88442,14,-1,-7451426.151076584,2061604.3175458102
183493,88450,14,3,-7404257.633798677,2041036.057726302
188376,88451,14,1,-7405521.889255619,2044114.8259096085
188383,88452,14,1,-7405878.111626157,2044020.2210121485
190909,88455,14,2,-7415478.861109625,2062026.0724830679
181658,88457,14,1,-7459674.92534437,2068378.7639303617
219651,88458,14,7,-7461934.711007469,2065542.130008648
181827,88459,14,1,-7460287.182543731,2065460.0844921828
173592,88469,14,1,-7389887.289412686,2065154.4092470754
170757,88470,14,1,-7402374.6646119105,2063151.1074458535
181652,88475,14,-1,-7459396.626617387,2066245.3908440992
183504,88478,14,1,-7403065.068093814,2041622.6939968881
173722,88485,14,1,-7391114.475479187,2067450.250293617
170817,88486,14,1,-7402405.500110857,2063774.1222457304
188434,88493,14,-1,-7398837.599111446,2042068.0382924268
132625,88498,14,3,-7471652.902553726,2083611.9314641925
154845,88505,14,3,-7339539.932755682,2065788.6201686375
170067,88506,14,1,-7394767.7585280435,2060870.0464656185
173811,88508,14,1,-7388693.053915453,2061897.8693102335
142816,88512,14,-1,-7471174.228743314,2083482.8881085876
180126,88517,14,7,-7457493.06332482,2062846.5215445312
173201,88521,14,1,-7390770.720891619,2064112.9443406328
185461,88529,14,2,-7410724.405657845,2069751.508462775
185463,88530,14,2,-7410718.8396833,2069831.226618662
154850,88537,14,1,-7339323.861624055,2057517.999487907
154853,88538,14,1,-7348297.548415884,2037512.25982829
302462,88539,14,-1,-7338370.076226941,2064191.9372259404
132605,88540,14,2,-7468836.519436655,2083893.483463277
174137,88548,14,1,-7387033.725585689,2065868.7916478773
173846,88549,14,1,-7403975.104931047,2057380.2173712887
173648,88550,14,7,-7390740.887268086,2067598.8846504278
181918,88552,14,2,-7457281.556292315,2068812.4989919714
190921,88555,14,2,-7419607.589703656,2057252.6291470786
142834,88563,14,1,-7469070.290367318,2083893.483463277
172105,88565,14,1,-7392314.61090943,2076165.247454687
173033,88567,14,1,-7392606.824572765,2057774.8203324322
179425,88573,14,1,-7332522.463375565,2059604.0591884337
179409,88575,14,2,-7332336.559825941,2058359.7090372897
183313,88577,14,-1,-7403356.83647918,2043588.4160621252
188405,88579,14,3,-7402219.373922253,2048070.941304299
170558,88580,14,-1,-7388776.654853043,2074784.0957368973
171774,88581,14,1,-7374454.289167578,2059108.4191179795
170744,88582,14,1,-7393132.809166764,2071725.5626325782
171846,88583,14,6,-7376269.910062414,2056492.1542272985
173335,88586,14,1,-7394845.014254655,2067777.880304227
154793,88591,14,1,-7340173.4519777885,2066097.7040551205
171847,88592,14,6,-7376252.098943887,2056416.0028497353
172312,88594,14,1,-7391560.755317777,2076346.8985351108
172395,88595,14,1,-7397595.384913682,2072238.1587108336
183368,88596,14,-1,-7403409.713237306,2043345.119974605
183555,88597,14,3,-7402099.371511178,2042656.3430344653
183448,88599,14,3,-7402972.004999505,2046839.9381490815
179140,88604,14,2,-7329753.168403101,2059039.991267714
145372,88605,14,-1,-7332068.279853129,2060716.070848782
183554,88612,14,3,-7401846.564947586,2042930.0714476244
183525,88613,14,2,-7401993.951953396,2043643.0936825648
172321,88615,14,1,-7387468.873475202,2063932.9260894775
172230,88617,14,7,-7391063.602471897,2064955.0430085766
183505,88625,14,1,-7397957.395897746,2044162.5968646712
172939,88633,14,1,-7393278.19242174,2062501.1578066566
154895,88637,14,1,-7338438.537713776,2064244.0914499727
154897,88638,14,1,-7338655.276762348,2064250.5374869294
154921,88639,14,1,-7337230.387280198,2064479.0801140137
154979,88640,14,1,-7337388.683596104,2064080.3627945785
131903,88642,14,1,-7317902.874649686,2062855.193800492
183533,88645,14,2,-7406050.656836888,2044011.5567239746
179616,88649,14,1,-7333218.321512516,2054426.7949165532
173927,88652,14,7,-7403194.866620074,2064208.3452820403
188391,88659,14,2,-7405995.331049964,2043477.3050282442
188393,88660,14,2,-7405548.271974934,2042957.9362206992
183528,88665,14,1,-7403065.847330247,2041664.0202310393
180240,88667,14,2,-7330893.9705447545,2065212.5434498545
179473,88668,14,3,-7334129.916822623,2060045.9271749416
173696,88681,14,1,-7391704.4687803965,2068524.9433359418
174202,88693,14,1,-7391872.783850474,2065765.7643222488
173220,88694,14,1,-7388958.996178957,2065112.91840537
174423,88695,14,1,-7391259.19081722,2062438.2265301603
203831,88696,14,-1,-7348014.796909269,2037944.171591619
179135,88698,14,3,-7332368.174561329,2059526.1386173726
203805,88708,14,2,-7354197.481427928,2033119.914197656
203777,88709,14,3,-7347799.7276530545,2042115.9215725525
203841,88710,14,-1,-7348206.600391902,2038049.6343464567
203802,88711,14,-1,-7346287.118412153,2037044.0730033938
154804,88720,14,1,-7338965.52418319,2064108.0219454453
154884,88721,14,2,-7338627.224250669,2064807.2483666365
154967,88722,14,3,-7339604.498060344,2065797.9969335436
329130,88730,14,3,-7352981.872588466,2043756.547281286
203762,88731,14,-1,-7348206.600391902,2038049.6343464567
203800,88732,14,-1,-7348206.600391902,2038049.6343464567
203752,88733,14,2,-7351224.137828835,2044310.3596875272
208395,88746,14,2,-7348649.874604242,2038134.0283487171
203853,88748,14,6,-7352555.74157771,2044010.1517046113
154940,88751,14,1,-7339029.198931928,2064091.2623707352
154941,88752,14,1,-7338933.35285035,2064681.1373703186
180950,88757,14,-1,-7333902.7137419125,2087929.8454322156
209175,88758,14,-1,-7342439.248893395,2089965.0514878894
179605,88759,14,2,-7332896.274225655,2088126.152195879
203816,88760,14,6,-7348759.858261146,2038000.4729508313
171728,88763,14,1,-7376203.007048451,2070720.2224621184
171790,88764,14,1,-7373760.323461972,2069620.9120414027
172404,88765,14,1,-7378604.279784352,2067782.1002600468
172470,88766,14,-1,-7374711.548510803,2072808.5718827758
203809,88767,14,-1,-7348525.085455061,2038411.208304788
203845,88768,14,-1,-7346622.635357404,2037896.6491501648
179221,88771,14,2,-7328247.4609706355,2087092.7763411866
179673,88772,14,2,-7332968.409255683,2087779.5365236502
180531,88773,14,2,-7332342.459758958,2082500.1913188368
207344,88774,14,2,-7333229.342142102,2087642.018346976
154888,88776,14,3,-7337892.515611434,2067146.7723144807
154901,88778,14,1,-7338170.257740966,2064482.4789724196
171167,88779,14,2,-7377680.328010766,2066917.0276055168
172492,88780,14,3,-7377788.641875306,2071956.7685948892
171114,88781,14,3,-7373836.465993673,2072673.6175974933
171723,88785,14,1,-7376338.928146708,2070674.968668752
172443,88786,14,-1,-7374711.548510803,2072808.5718827758
171657,88787,14,1,-7377097.013879008,2073186.9411110876
171764,88788,14,6,-7376778.751454829,2070757.0352077044
179752,88789,14,2,-7334157.190097869,2087776.6031056552
225633,88790,14,2,-7334384.615817554,2087560.939383387
180370,88791,14,2,-7332699.461365929,2082188.0422871648
178581,88792,14,2,-7330342.939065327,2086866.560096196
172483,88801,14,1,-7374368.573159669,2073016.6916737284
171248,88802,14,1,-7378684.541137214,2068240.9084520845
172507,88803,14,-1,-7374711.548510803,2072808.5718827758
171340,88804,14,6,-7373393.191781338,2067523.7467997347
154902,88805,14,1,-7337239.849436916,2064730.5971662265
154910,88806,14,1,-7338632.233627754,2064377.7006325293
154913,88807,14,1,-7336485.437247811,2064182.6784001058
154914,88808,14,1,-7338652.271136099,2064593.703996224
190799,88809,14,7,-7427165.403892078,2043544.1589082715
330963,88817,14,3,-7371423.727350223,2071297.0412959647
330957,88818,14,6,-7376970.55493747,2070325.0172169572
330960,88819,14,6,-7377028.663711662,2070234.277019784
330967,88820,14,6,-7377459.470141032,2074668.0072878713
154949,88821,14,1,-7338993.354055888,2064678.7933071395
154950,88822,14,1,-7333299.473421302,2065288.9620493008
154952,88823,14,1,-7338846.634967026,2064432.3165680175
154974,88824,14,1,-7335722.45345791,2063163.6472476027
178622,88825,14,2,-7329887.864986962,2086988.8198058591
178625,88826,14,2,-7329868.495395563,2086395.2452854111
179487,88827,14,2,-7332865.661365682,2087424.9480471215
330969,88829,14,1,-7377131.522921154,2075565.4234541478
330709,88830,14,-1,-7375667.337658752,2068894.4407891375
330583,88831,14,1,-7378996.347030924,2066945.9799847836
174858,88841,14,2,-7405640.11055484,2057881.322258247
174938,88842,14,2,-7444792.6226202175,2072745.8432372645
172233,88848,14,1,-7391489.065565711,2067370.775901333
154981,88857,14,1,-7339349.576426426,2063927.5349424034
182430,88859,14,2,-7459943.2053171825,2041723.3756189076
172717,88862,14,7,-7400440.711098357,2059825.5192759363
172669,88863,14,-1,-7397716.277880682,2058580.1011285472
180956,88865,14,6,-7458750.973570784,2064991.2593055551
179744,88866,14,7,-7452873.304456901,2061580.8804611543
179363,88869,14,2,-7330162.490170752,2086743.2451507142
180790,88870,14,2,-7333772.581257175,2088201.7184885726
170049,88875,14,1,-7396448.682839025,2061451.1566841917
173883,88878,14,1,-7394848.79911734,2067542.61915113
179798,88886,14,7,-7452428.026493725,2062155.0967817113
179731,88888,14,-1,-7451426.151076584,2061604.3175458102
180959,88889,14,1,-7457537.591121138,2067089.3358942564
170854,88902,14,1,-7402683.798837841,2064223.8157470296
172322,88905,14,1,-7387718.451773558,2063346.3542053339
180964,88910,14,1,-7457504.195273902,2067089.3358942564
181491,88911,14,7,-7459430.022464624,2063924.7221705806
181595,88912,14,7,-7459107.195941322,2063608.2878173068
181010,88913,14,7,-7463047.905915401,2067956.7603098287
172628,88915,14,1,-7392446.301867043,2058458.8324589895
399761,88921,14,7,-7427327.485070676,2042892.4891873575
181686,88932,14,7,-7463114.697609879,2064370.082541565
181027,88933,14,7,-7465229.767934953,2067241.7185888768
172256,88934,14,3,-7390462.811180084,2066720.6917065138
279856,88943,14,3,-7418036.98300805,2038854.8444470947
184535,88944,14,6,-7411770.586232317,2042711.3694121188
181093,88949,14,7,-7460109.071358463,2063643.4469474563
181095,88950,14,7,-7460086.807460304,2063631.7272306702
181097,88951,14,7,-7460086.807460304,2063643.4469474563
174964,88954,14,2,-7445575.198640493,2078243.2500523864
173084,88957,14,6,-7401726.228578038,2091791.4436673443
184489,88959,14,6,-7414992.394934859,2037590.6821598022
184654,88960,14,6,-7415008.647580512,2037623.572808422
174295,88963,14,2,-7444131.384844905,2068978.9619299395
170081,88967,14,1,-7393656.678690438,2060849.5397525285
170660,88968,14,7,-7391102.230335199,2066673.5713723728
172315,88969,14,1,-7388582.624980587,2063948.0447486655
180129,88975,14,7,-7457214.764597837,2062717.610066204
173177,88982,14,1,-7397582.583172241,2065309.5904320064
173012,88984,14,1,-7395896.315525704,2062348.4589743912
179601,88992,14,7,-7459474.5502609415,2069562.765251027
181913,88994,14,1,-7457281.556292315,2066468.095169472
179427,88995,14,3,-7333437.509589884,2059532.5831646132
170610,88997,14,7,-7394622.931870521,2064619.2541927749
174235,88998,14,1,-7392179.691686588,2059057.684063205
184376,89001,14,-1,-7415128.204713626,2039135.7799196728
175014,89003,14,2,-7443810.784711419,2072016.5636684617
174863,89006,14,-1,-7444724.717730834,2072071.6690881518
178706,89007,14,2,-7328147.607387393,2059771.618716163
179503,89008,14,2,-7328238.88936984,2060953.9484319272
180421,89009,14,2,-7333654.025999481,2059535.2781576964
174115,89010,14,1,-7388198.906695823,2067046.4345105474
192696,89015,14,1,-7416437.321925352,2039104.174487982
179261,89026,14,1,-7334267.952991208,2060029.288111816
184515,89029,14,2,-7407285.746587241,2035826.836941017
184895,89032,14,1,-7414689.6059199,2045114.4094305735
170848,89034,14,3,-7403274.348736501,2064455.2881210672
179956,89038,14,6,-7459151.723737641,2066069.573359552
180965,89039,14,2,-7457570.986968375,2067300.3276212194
179757,89040,14,7,-7453006.887845851,2061604.3175458102
135484,89046,14,3,-7454193.55361771,2057693.040352225
193480,89048,14,1,-7414962.449991835,2046068.9592665243
195155,89049,14,2,-7412567.856425378,2042017.9307248353
210278,89062,14,2,-7421258.457752122,2041712.2537876507
184890,89064,14,6,-7415705.062314915,2048755.215157945
179790,89065,14,7,-7452494.8181882035,2062307.4425986118
179848,89066,14,6,-7448487.316519645,2065568.8534767565
179730,89067,14,7,-7451804.637345281,2062061.3460749816
184612,89075,14,2,-7415485.98555703,2042225.1520633863
184704,89076,14,2,-7415408.3958719475,2042187.805238754
181666,89079,14,1,-7452628.401577152,2061229.3274198738
181668,89081,14,1,-7450268.428372333,2064041.9213251793
178548,89083,14,2,-7329733.576172725,2087685.6673595419
180792,89084,14,-1,-7333709.017827934,2088370.335600127
184888,89086,14,1,-7415379.452804345,2050915.927645377
184880,89087,14,6,-7420841.1209811345,2050587.162364387
184485,89088,14,-1,-7413817.974306988,2037962.899677426
184670,89089,14,-1,-7413808.512150268,2037931.8812945422
172942,89092,14,1,-7393843.472795986,2062423.929321215
172150,89093,14,-1,-7390872.912184168,2064000.7843451984
138112,89097,14,3,-7453092.603853759,2058994.0603734332
180983,89098,14,3,-7333671.725798518,2088243.4912811825
208370,89099,14,3,-7333671.725798518,2088264.6123890243
178525,89100,14,-1,-7333902.7137419125,2087929.8454322156
180930,89101,14,-1,-7332988.001486065,2087803.7079041135
184444,89102,14,6,-7420870.064048743,2041767.3947152265
211534,89103,14,6,-7420775.442481567,2041800.174954435
174142,89105,14,1,-7386633.754655273,2065147.3768950838
173459,89108,14,7,-7403559.103993953,2064748.0604877523
181657,89112,14,-1,-7459396.626617387,2066245.3908440992
184589,89114,14,6,-7417568.32795181,2038957.5025073902
184907,89115,14,1,-7417016.1832774775,2054336.5939545
179588,89116,14,2,-7332143.309189925,2088108.3167146672
179413,89117,14,2,-7332264.202156926,2087419.9026571081
178505,89118,14,2,-7332595.155003052,2087690.0087987515
178506,89119,14,2,-7332574.115619295,2087636.2688873082
170102,89120,14,7,-7394731.468374041,2059358.2295847654
173584,89123,14,7,-7390908.534421221,2064855.4192226273
192690,89126,14,1,-7415278.486026197,2040327.4570966093
181421,89130,14,7,-7449141.207208565,2067415.0845950523
179232,89131,14,2,-7329640.401758927,2087112.1362517169
179218,89132,14,2,-7330149.577109821,2087666.0722266342
179477,89133,14,2,,
184400,89134,14,6,-7414622.814225422,2040437.4975592399
174420,89137,14,1,-7391761.241720696,2068648.2647095413
173587,89138,14,1,-7403291.714577066,2065028.4133081534
179479,89141,14,2,-7332933.788894045,2088674.4835995403
179412,89142,14,2,-7333076.389161753,2088412.5781035637
179450,89143,14,-1,-7332138.745090801,2087851.9334147635
179740,89144,14,2,-7333824.122181415,2087690.7128160065
184592,89146,14,2,-7413219.854682953,2038727.0200735866
136881,89151,14,2,-7449856.546256401,2055724.7956123697
181031,89152,14,-1,-7465819.7612361545,2067019.0058043953
181038,89153,14,-1,-7465819.7612361545,2067019.0058043953
181042,89154,14,7,-7465886.552930633,2066831.4600855047
195179,89155,14,6,-7408064.426425335,2043340.553809884
172607,89161,14,7,-7390479.620423195,2064436.4186291604
179755,89163,14,2,-7334185.91052649,2087987.1062633786
179319,89164,14,2,-7328842.686287904,2087716.1747899763
283346,89165,14,2,-7332571.555271007,2087839.4956807885
180962,89170,14,1,-7457526.459172055,2066714.244888188
184637,89173,14,2,-7413300.338674796,2043275.8080447887
170323,89174,14,7,-7392174.682309503,2060743.8426208051
172226,89175,14,1,-7390956.513121751,2062422.2886585307
173955,89176,14,7,-7385834.480711376,2064634.6077666464
135456,89178,14,2,-7442588.162744036,2057569.0822091673
184903,89183,14,6,-7415673.670218509,2045482.4304500509
179211,89186,14,2,-7328563.274366016,2087090.077688467
178562,89188,14,2,-7329323.1412101695,2086409.6767182464
173190,89190,14,1,-7401562.588926573,2061063.7480342933
203875,89191,14,-1,-7348206.600391902,2038049.6343464567
206136,89192,14,3,-7346383.966369146,2035083.6559608795
211645,89196,14,6,-7315512.956501848,2081589.91673312
138160,89197,14,2,-7443121.93970239,2056826.0520745574
184723,89203,14,6,-7417108.244496366,2037510.7382039125
310693,89204,14,2,-7348443.376948822,2038063.5634298406
203803,89205,14,-1,-7348206.600391902,2038049.6343464567
203751,89207,14,2,-7348204.596641067,2040155.959036091
180963,89208,14,1,-7457140.180539004,2066628.6782201056
179843,89210,14,3,-7337508.908646163,2055858.114784531
179422,89211,14,-1,-7332933.900213541,2059356.0033053933
211692,89215,14,6,,
211650,89217,14,-1,-7315529.765744954,2081686.9247164018
203855,89219,14,6,-7350323.006550868,2039520.1994919707
205793,89222,14,2,-7332773.71146629,2058978.0080188976
203848,89224,14,6,-7350363.304206534,2038289.239301181
203849,89225,14,3,-7347047.430534276,2041992.1745459328
211683,89227,14,7,,
211694,89228,14,7,,
211673,89229,14,2,,
135528,89232,14,2,-7442565.119609443,2057581.0327724677
180395,89235,14,-1,-7332933.900213541,2059356.0033053933
325958,89238,14,2,-7412879.550999597,2041367.011716957
325966,89239,14,-1,-7412716.801904063,2040643.4152797435
203830,89240,14,6,-7348502.821556902,2038044.60115057
326059,89248,14,-1,-7412716.801904063,2040643.4152797435
326068,89249,14,-1,-7412716.801904063,2040643.4152797435
184388,89250,14,2,-7413156.847851166,2042385.6622280206
184717,89251,14,2,-7413031.05682657,2042421.7215764085
180419,89253,14,2,-7332316.188359127,2060245.4798118644
296309,89261,14,-1,-7342943.526186687,2042076.3505408927
342483,89264,14,1,-7316361.0997022,2082136.5457847072
177130,89268,14,2,-7336774.200006926,2035588.0798216264
177134,89269,14,7,-7337699.932892361,2036782.3611948702
302568,89270,14,2,-7334416.007913962,2036671.8720533568
184769,89272,14,2,-7415162.713755767,2039477.9410824564
373746,89274,14,6,-7415536.190647378,2034568.8286203586
177136,89285,14,7,-7333353.129415869,2037808.159378371
178519,89288,14,2,-7329406.742147753,2087422.0146806831
208386,89300,14,-1,-7333709.017827934,2088370.335600127
283314,89302,14,1,-7329166.18072815,2087217.2667567856
343107,89305,14,-1,-7416386.11495959,2039103.0039173728
343150,89306,14,-1,-7416386.11495959,2039103.0039173728
177113,89311,14,-1,-7338645.035369196,2039748.232514812
169700,89313,14,7,-7338480.727800787,2040130.9075616954
343379,89314,14,-1,-7416399.473298483,2038985.947191455
343395,89315,14,-1,-7416399.473298483,2038985.947191455
169464,89329,14,6,-7341191.691360073,2041487.125799433
176642,89330,14,6,-7341596.671667581,2041421.0980884803
208422,89335,14,-1,-7332635.897936688,2082609.990094292
208780,89336,14,-1,-7332988.001486065,2087803.7079041135
179581,89337,14,-1,-7332200.304769212,2088373.2691044528
190790,89342,14,-1,-7427124.438319469,2043603.870963672
178509,89345,14,2,,
180349,89361,14,2,-7332453.890569238,2082390.2758340633
180581,89362,14,2,-7332172.140938044,2082662.3089512798
178534,89363,14,2,-7329107.181398032,2087819.0790397637
173160,89364,14,2,-7399878.992947815,2086267.2401009665
173041,89367,14,-1,-7382218.823650409,2066069.573359552
184693,89369,14,-1,-7416281.140679772,2038197.5874437466
180102,89376,14,2,-7332909.187286586,2082876.0434457094
208339,89378,14,2,-7332906.070340838,2081922.4671969498
173113,89392,14,6,-7402047.051350503,2090461.7978104423
142906,89394,14,-1,-7475703.262226238,2059842.2753484882
220597,89395,14,2,-7466965.572754894,2063849.363469955
184452,89398,14,1,-7423125.396932215,2042089.3457529664
184453,89399,14,1,-7423073.0767715415,2042061.2480074333
173077,89402,14,-1,-7400397.853094402,2088220.375427389
170976,89405,14,1,-7447976.471376394,2093916.8295887124
171011,89406,14,1,-7451475.576930498,2092747.8336948757
179667,89409,14,2,-7330841.761703571,2087956.7157610327
179214,89410,14,2,-7328697.74831089,2087473.289987468
184638,89411,14,1,-7409738.782886357,2042278.4211624188
184636,89413,14,1,-7419840.358758904,2039285.6137363752
184501,89414,14,1,-7413069.907328853,2039335.948778437
180888,89424,14,1,-7333766.013407222,2087721.3375904595
184796,89426,14,6,-7421739.914549801,2051942.1964522905
183126,89427,14,1,-7411334.436467389,2046014.0410052016
311212,89431,14,6,-7449411.824890684,2089108.6534285997
195164,89433,14,2,-7408182.981683034,2042870.8296604236
184863,89446,14,1,-7412198.275715947,2049314.0810949488
171474,89452,14,6,-7450543.944112048,2091723.2575745229
184389,89457,14,2,-7412528.8946036035,2042065.9309623607
184853,89458,14,1,-7421939.51039679,2046389.221132744
184879,89459,14,1,-7420262.927545952,2048447.4472012615
135165,89466,14,1,-7486373.792016225,2077163.1171458168
140363,89468,14,-1,-7473733.129878179,2061669.238410801
206206,89470,14,2,-7473347.519162071,2066066.2914475997
140344,89472,14,2,,
140345,89473,14,2,,
